objectsWith2,total2Objects,ImageID,_nObjects_,_Object0_,_Object0_x,_Object0_y,_Object0_width,_Object0_height,_Object1_,_Object1_x,_Object1_y,_Object1_width,_Object1_height,_Object2_,_Object2_x,_Object2_y,_Object2_width,_Object2_height,_Object3_,_Object3_x,_Object3_y,_Object3_width,_Object3_height,_Object4_,_Object4_x,_Object4_y,_Object4_width,_Object4_height,_Object5_,_Object5_x,_Object5_y,_Object5_width,_Object5_height,_Object6_,_Object6_x,_Object6_y,_Object6_width,_Object6_height,_Object7_,_Object7_x,_Object7_y,_Object7_width,_Object7_height,_Object8_,_Object8_x,_Object8_y,_Object8_width,_Object8_height,_Object9_,_Object9_x,_Object9_y,_Object9_width,_Object9_height,_Object10_,_Object10_x,_Object10_y,_Object10_width,_Object10_height,_Object11_,_Object11_x,_Object11_y,_Object11_width,_Object11_height,_Object12_,_Object12_x,_Object12_y,_Object12_width,_Object12_height,_Object13_,_Object13_x,_Object13_y,_Object13_width,_Object13_height,_Object14_,_Object14_x,_Object14_y,_Object14_width,_Object14_height,_Object15_,_Object15_x,_Object15_y,_Object15_width,_Object15_height,_Object16_,_Object16_x,_Object16_y,_Object16_width,_Object16_height,_Object17_,_Object17_x,_Object17_y,_Object17_width,_Object17_height,_Object18_,_Object18_x,_Object18_y,_Object18_width,_Object18_height,_Object19_,_Object19_x,_Object19_y,_Object19_width,_Object19_height,_Object20_,_Object20_x,_Object20_y,_Object20_width,_Object20_height,_Object21_,_Object21_x,_Object21_y,_Object21_width,_Object21_height,_Object22_,_Object22_x,_Object22_y,_Object22_width,_Object22_height,_Object23_,_Object23_x,_Object23_y,_Object23_width,_Object23_height,_Object24_,_Object24_x,_Object24_y,_Object24_width,_Object24_height,_Object25_,_Object25_x,_Object25_y,_Object25_width,_Object25_height,_Object26_,_Object26_x,_Object26_y,_Object26_width,_Object26_height,objectNameHolder,xHolder,yHolder,heightHolder,widthHolder,new_column_placement,column
"_Object6_, _Object7_, _Object8_",3,Hframe (10073).JPG,9,2,0.4818181818,0.2998316498,0.0049242424,0.0616161616,2,0.5674242424,0.2986531987,0.0049242424,0.0606060606,2,0.6524621212,0.2988215488,0.0060606061,0.0595959596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.6524621212,0.2988215488,0.0595959596,0.0060606061,4,28
"_Object4_, _Object5_, _Object6_",3,Hframe (10074).JPG,8,2,0.5555871212,0.4929292929,0.0267045455,0.2195286195,2,0.6933712121,0.2109427609,0.0276515152,0.2043771044,2,0.7899621212,0.0501683502,0.0208333333,0.1003367003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.7899621212,0.0501683502,0.1003367003,0.0208333333,4,28
"_Object7_, _Object8_, _Object9_",3,Hframe (10077).JPG,11,2,0.5928030303,0.6569023569,0.003030303,0.0383838384,2,0.6411931818,0.6579124579,0.0028409091,0.0377104377,2,0.6900568182,0.6606060606,0.0028409091,0.0377104377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.6900568182,0.6606060606,0.0377104377,0.0028409091,4,28
"_Object4_, _Object5_, _Object6_",3,Hframe (10078).JPG,8,2,0.4698863636,0.4306397306,0.0204545455,0.1683501684,2,0.2460227273,0.335016835,0.0261363636,0.1622895623,2,0.0543560606,0.2579124579,0.0325757576,0.1575757576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.0543560606,0.2579124579,0.1575757576,0.0325757576,4,28
"_Object4_, _Object5_",2,Hframe (1008).JPG,7,2,0.503030303,0.9577441077,0.0143939394,0.0845117845,2,0.5571022727,0.2373737374,0.0043560606,0.0673400673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.5571022727,0.2373737374,0.0673400673,0.0043560606,3,28
"_Object4_, _Object5_",2,Hframe (10080).JPG,7,2,0.521875,0.7952861953,0.0119318182,0.1259259259,2,0.7333333333,0.7269360269,0.0185606061,0.1239057239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.7333333333,0.7269360269,0.1239057239,0.0185606061,3,28
"_Object4_, _Object5_",2,Hframe (10089).JPG,7,2,0.4079545455,0.5353535354,0.0348484848,0.1925925926,2,0.234280303,0.1218855219,0.0397727273,0.1986531987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.234280303,0.1218855219,0.1986531987,0.0397727273,3,28
"_Object4_, _Object5_, _Object6_",3,Hframe (10090).JPG,8,2,0.4788825758,0.3292929293,0.0028409091,0.035016835,2,0.5256628788,0.330976431,0.0024621212,0.035016835,2,0.5726325758,0.3313131313,0.0028409091,0.0356902357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.5726325758,0.3313131313,0.0356902357,0.0028409091,4,28
"_Object4_, _Object5_, _Object6_",3,Hframe (10091).JPG,8,2,0.8790719697,0.4518518519,0.0327651515,0.1185185185,2,0.6886363636,0.7202020202,0.021969697,0.1164983165,2,0.4637310606,0.9915824916,0.0145833333,0.0168350168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.4637310606,0.9915824916,0.0168350168,0.0145833333,4,28
"_Object4_, _Object5_",2,Hframe (10094).JPG,7,2,0.5942234848,0.3579124579,0.0134469697,0.1535353535,2,0.6357007576,0.7077441077,0.0236742424,0.1582491582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.6357007576,0.7077441077,0.1582491582,0.0236742424,3,28
"_Object4_, _Object5_",2,Hframe (10097).JPG,7,2,0.5745265152,0.5277777778,0.03125,0.22996633,2,0.7223484848,0.1513468013,0.0306818182,0.2057239057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.7223484848,0.1513468013,0.2057239057,0.0306818182,3,28
"_Object4_, _Object5_",2,Hframe (10098).JPG,7,2,0.459375,0.8294612795,0.021780303,0.2037037037,2,0.6047348485,0.6026936027,0.0143939394,0.1784511785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.6047348485,0.6026936027,0.1784511785,0.0143939394,3,28
,0,Hframe (101).JPG,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.6047348485,0.6026936027,0.1784511785,0.0143939394,1,28
_Object4_,1,Hframe (10100).JPG,6,2,0.4477272727,0.4301346801,0.0310606061,0.1915824916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.4477272727,0.4301346801,0.1915824916,0.0310606061,2,28
"_Object4_, _Object5_, _Object6_",3,Hframe (10101).JPG,8,2,0.5492424242,0.3387205387,0.0041666667,0.0417508418,2,0.6053977273,0.3415824916,0.003219697,0.0434343434,2,0.6622159091,0.3439393939,0.0028409091,0.0427609428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.6622159091,0.3439393939,0.0427609428,0.0028409091,4,28
,0,Hframe (10103).JPG,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.6622159091,0.3439393939,0.0427609428,0.0028409091,1,28
"_Object4_, _Object5_, _Object6_",3,Hframe (10106).JPG,7,2,0.4944128788,0.52996633,0.0168560606,0.1824915825,2,0.7705492424,0.3612794613,0.0259469697,0.1777777778,2,0.9951704545,0.2646464646,0.0096590909,0.0835016835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.9951704545,0.2646464646,0.0835016835,0.0096590909,4,28
"_Object4_, _Object5_",2,Hframe (10107).JPG,7,2,0.5910984848,0.5245791246,0.0295454545,0.2336700337,2,0.6797348485,0.0225589226,0.0068181818,0.0451178451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.6797348485,0.0225589226,0.0451178451,0.0068181818,3,28
_Object4_,1,Hframe (10108).JPG,5,2,0.6722537879,0.5508417508,0.0395833333,0.2316498316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.6722537879,0.5508417508,0.2316498316,0.0395833333,2,28
"_Object4_, _Object5_",2,Hframe (10109).JPG,7,2,0.6490530303,0.6348484848,0.0121212121,0.1781144781,2,0.5023674242,0.8601010101,0.0191287879,0.2043771044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.5023674242,0.8601010101,0.2043771044,0.0191287879,3,28
"_Object5_, _Object6_, _Object7_",3,Hframe (1011).JPG,9,2,0.5679924242,0.4627946128,0.0060606061,0.0622895623,2,0.4803977273,0.4543771044,0.0058712121,0.062962963,2,0.3959280303,0.4473063973,0.0047348485,0.0622895623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.3959280303,0.4473063973,0.0622895623,0.0047348485,4,28
"_Object7_, _Object8_, _Object9_",3,Hframe (10110).JPG,11,2,0.649905303,0.6336700337,0.0058712121,0.07003367,2,0.5608901515,0.6316498316,0.00625,0.068013468,2,0.4706439394,0.6318181818,0.0056818182,0.0676767677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.4706439394,0.6318181818,0.0676767677,0.0056818182,4,28
_Object2_,1,Hframe (10111).JPG,3,2,0.5495265152,0.0676767677,0.0191287879,0.1353535354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.5495265152,0.0676767677,0.1353535354,0.0191287879,2,28
"_Object4_, _Object5_, _Object6_",3,Hframe (10112).JPG,8,2,0.7230113636,0.3707070707,0.003219697,0.0525252525,2,0.6517045455,0.3643097643,0.0041666667,0.0518518519,2,0.5818181818,0.3582491582,0.0049242424,0.0505050505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.5818181818,0.3582491582,0.0505050505,0.0049242424,4,28
,0,Hframe (10113).JPG,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.5818181818,0.3582491582,0.0505050505,0.0049242424,1,28
"_Object6_, _Object7_, _Object8_",3,Hframe (10115).JPG,10,2,0.6244318182,0.3225589226,0.0026515152,0.0383838384,2,0.6736742424,0.3234006734,0.0026515152,0.038047138,2,0.7228219697,0.3247474747,0.0024621212,0.0373737374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.7228219697,0.3247474747,0.0373737374,0.0024621212,4,28
"_Object4_, _Object5_",2,Hframe (10119).JPG,7,2,0.5498106061,0.5890572391,0.0166666667,0.201010101,2,0.4525568182,0.8776094276,0.0172348485,0.2158249158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.4525568182,0.8776094276,0.2158249158,0.0172348485,3,28
"_Object7_, _Object8_, _Object9_",3,Hframe (10120).JPG,11,2,0.4535037879,0.6355218855,0.0070075758,0.0973063973,2,0.5815340909,0.6311447811,0.0081439394,0.0973063973,2,0.7070075758,0.6294612795,0.0087121212,0.0966329966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.7070075758,0.6294612795,0.0966329966,0.0087121212,4,28
,0,Hframe (10121).JPG,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.7070075758,0.6294612795,0.0966329966,0.0087121212,1,28
"_Object4_, _Object5_, _Object6_",3,Hframe (10123).JPG,8,2,0.4884469697,0.4976430976,0.0087121212,0.1037037037,2,0.4956439394,0.1023569024,0.0041666667,0.0909090909,2,0.4662878788,0.9811447811,0.0204545455,0.0377104377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.4662878788,0.9811447811,0.0377104377,0.0204545455,4,28
,0,Hframe (10124).JPG,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.4662878788,0.9811447811,0.0377104377,0.0204545455,1,28
"_Object5_, _Object6_, _Object7_",3,Hframe (10125).JPG,9,2,0.6189393939,0.3215488215,0.003030303,0.0410774411,2,0.6737689394,0.3227272727,0.003219697,0.0400673401,2,0.7285984848,0.3239057239,0.0041666667,0.0410774411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.7285984848,0.3239057239,0.0410774411,0.0041666667,4,28
_Object4_,1,Hframe (10126).JPG,5,2,0.4901515152,0.6090909091,0.0227272727,0.1407407407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.4901515152,0.6090909091,0.1407407407,0.0227272727,2,28
_Object4_,1,Hframe (10127).JPG,6,2,0.5830492424,0.6484848485,0.0115530303,0.171043771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.5830492424,0.6484848485,0.171043771,0.0115530303,2,28
"_Object4_, _Object5_",2,Hframe (10128).JPG,7,2,0.7053030303,0.4531986532,0.0348484848,0.2276094276,2,0.5305871212,0.1294612795,0.0179924242,0.2111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.5305871212,0.1294612795,0.2111111111,0.0179924242,3,28
"_Object4_, _Object5_",2,Hframe (1013).JPG,7,2,0.7574810606,0.2151515152,0.0452651515,0.3744107744,2,0.4452651515,0.0572390572,0.0189393939,0.1144781145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.4452651515,0.0572390572,0.1144781145,0.0189393939,3,28
,0,Hframe (10131).JPG,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.4452651515,0.0572390572,0.1144781145,0.0189393939,1,28
"_Object4_, _Object5_",2,Hframe (10133).JPG,6,2,0.4568181818,0.6296296296,0.0212121212,0.1609427609,2,0.4744318182,0.1920875421,0.0079545455,0.1323232323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.4744318182,0.1920875421,0.1323232323,0.0079545455,3,28
,0,Hframe (10134).JPG,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.4744318182,0.1920875421,0.1323232323,0.0079545455,1,28
"_Object5_, _Object6_, _Object7_",3,Hframe (10136).JPG,9,2,0.6196969697,0.3198653199,0.0034090909,0.0478114478,2,0.6857954545,0.3215488215,0.0045454545,0.0484848485,2,0.7519886364,0.3232323232,0.0047348485,0.0498316498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.7519886364,0.3232323232,0.0498316498,0.0047348485,4,28
_Object4_,1,Hframe (10137).JPG,5,2,0.4380681818,0.2050505051,0.0257575758,0.1737373737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.4380681818,0.2050505051,0.1737373737,0.0257575758,2,28
_Object4_,1,Hframe (10138).JPG,6,2,0.5006628788,0.937037037,0.0240530303,0.1259259259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.5006628788,0.937037037,0.1259259259,0.0240530303,2,28
"_Object8_, _Object9_, _Object10_",3,Hframe (1014).JPG,12,2,0.4677083333,0.5457912458,0.0043560606,0.0336700337,2,0.5106060606,0.5437710438,0.0037878788,0.0336700337,2,0.5536931818,0.5425925926,0.0024621212,0.034006734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.5536931818,0.5425925926,0.034006734,0.0024621212,4,28
"_Object4_, _Object5_",2,Hframe (10140).JPG,7,2,0.340719697,0.6439393939,0.0174242424,0.1868686869,2,0.4226325758,0.9124579125,0.0179924242,0.1750841751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.4226325758,0.9124579125,0.1750841751,0.0179924242,3,28
"_Object4_, _Object5_, _Object6_",3,Hframe (10141).JPG,8,2,0.4335227273,0.9313131313,0.0189393939,0.1373737374,2,0.6853219697,0.6223905724,0.0236742424,0.1861952862,2,0.8796401515,0.3664983165,0.0316287879,0.1767676768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.8796401515,0.3664983165,0.1767676768,0.0316287879,4,28
,0,Hframe (10142).JPG,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.8796401515,0.3664983165,0.1767676768,0.0316287879,1,28
,0,Hframe (10145).JPG,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.8796401515,0.3664983165,0.1767676768,0.0316287879,1,28
"_Object4_, _Object5_, _Object6_",3,Hframe (10147).JPG,8,2,0.5199810606,0.3259259259,0.0043560606,0.061952862,2,0.6049242424,0.3239057239,0.0041666667,0.0612794613,2,0.6893939394,0.3228956229,0.0045454545,0.0626262626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.6893939394,0.3228956229,0.0626262626,0.0045454545,4,28
_Object3_,1,Hframe (10148).JPG,4,2,0.4617424242,0.0156565657,0.0166666667,0.0313131313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.4617424242,0.0156565657,0.0313131313,0.0166666667,2,28
"_Object4_, _Object5_",2,Hframe (10149).JPG,7,2,0.3869318182,0.8488215488,0.021969697,0.0774410774,2,0.4757575758,0.1734006734,0.0181818182,0.1313131313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.4757575758,0.1734006734,0.1313131313,0.0181818182,3,28
"_Object6_, _Object7_, _Object8_",3,Hframe (1015).JPG,9,2,0.6578598485,0.5919191919,0.0070075758,0.0727272727,2,0.5542613636,0.582996633,0.0058712121,0.0723905724,2,0.4523674242,0.5764309764,0.0077651515,0.07003367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.4523674242,0.5764309764,0.07003367,0.0077651515,4,28
,0,Hframe (10150).JPG,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.4523674242,0.5764309764,0.07003367,0.0077651515,1,28
"_Object4_, _Object5_",2,Hframe (10151).JPG,6,2,0.1848484848,0.7222222222,0.0238636364,0.1892255892,2,0.3181818182,0.9286195286,0.0238636364,0.1427609428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.3181818182,0.9286195286,0.1427609428,0.0238636364,3,28
